Codice Regione-Data inizio;Regione-Data inizio;Codice Provincia/Uts-Data inizio;Provincia/uts-Data inizio;Codice Comune-Data inizio;Comune-Data inizio;Codice Comune-Data fine;Comune-Data fine;Codice Provincia/Uts-Data fine;Provincia/Uts-Data fine;Codice Regione-Data fine;Regione-Data fine
01;Piemonte;001;Torino;001001;Agliè;001001;Agliè;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001002;Airasca;001002;Airasca;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001003;Ala di Stura;001003;Ala di Stura;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001004;Albiano d'Ivrea;001004;Albiano d'Ivrea;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001005;Alice Superiore;001317;Val di Chy;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001006;Almese;001006;Almese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001007;Alpette;001007;Alpette;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001008;Alpignano;001008;Alpignano;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001009;Andezeno;001009;Andezeno;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001010;Andrate;001010;Andrate;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001011;Angrogna;001011;Angrogna;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001012;Arignano;001012;Arignano;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001013;Avigliana;001013;Avigliana;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001014;Azeglio;001014;Azeglio;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001015;Bairo;001015;Bairo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001016;Balangero;001016;Balangero;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001017;Baldissero Canavese;001017;Baldissero Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001018;Baldissero Torinese;001018;Baldissero Torinese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001019;Balme;001019;Balme;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001020;Banchette;001020;Banchette;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001021;Barbania;001021;Barbania;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001022;Bardonecchia;001022;Bardonecchia;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001023;Barone Canavese;001023;Barone Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001024;Beinasco;001024;Beinasco;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001025;Bibiana;001025;Bibiana;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001026;Bobbio Pellice;001026;Bobbio Pellice;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001027;Bollengo;001027;Bollengo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001028;Borgaro Torinese;001028;Borgaro Torinese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001029;Borgiallo;001029;Borgiallo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001030;Borgofranco d'Ivrea;001030;Borgofranco d'Ivrea;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001031;Borgomasino;001031;Borgomasino;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001032;Borgone Susa;001032;Borgone Susa;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001033;Bosconero;001033;Bosconero;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001034;Brandizzo;001034;Brandizzo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001035;Bricherasio;001035;Bricherasio;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001036;Brosso;001036;Brosso;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001037;Brozolo;001037;Brozolo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001038;Bruino;001038;Bruino;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001039;Brusasco;001039;Brusasco;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001040;Bruzolo;001040;Bruzolo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001041;Buriasco;001041;Buriasco;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001042;Burolo;001042;Burolo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001043;Busano;001043;Busano;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001044;Bussoleno;001044;Bussoleno;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001045;Buttigliera Alta;001045;Buttigliera Alta;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001046;Cafasse;001046;Cafasse;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001047;Caluso;001047;Caluso;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001048;Cambiano;001048;Cambiano;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001049;Campiglione Fenile;001049;Campiglione Fenile;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001050;Candia Canavese;001050;Candia Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001051;Candiolo;001051;Candiolo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001052;Canischio;001052;Canischio;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001053;Cantalupa;001053;Cantalupa;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001054;Cantoira;001054;Cantoira;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001055;Caprie;001055;Caprie;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001056;Caravino;001056;Caravino;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001057;Carema;001057;Carema;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001058;Carignano;001058;Carignano;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001059;Carmagnola;001059;Carmagnola;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001060;Casalborgone;001060;Casalborgone;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001061;Cascinette d'Ivrea;001061;Cascinette d'Ivrea;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001062;Caselette;001062;Caselette;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001063;Caselle Torinese;001063;Caselle Torinese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001064;Castagneto Po;001064;Castagneto Po;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001065;Castagnole Piemonte;001065;Castagnole Piemonte;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001066;Castellamonte;001066;Castellamonte;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001067;Castelnuovo Nigra;001067;Castelnuovo Nigra;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001068;Castiglione Torinese;001068;Castiglione Torinese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001069;Cavagnolo;001069;Cavagnolo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001070;Cavour;001070;Cavour;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001071;Cercenasco;001071;Cercenasco;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001072;Ceres;001072;Ceres;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001073;Ceresole Reale;001073;Ceresole Reale;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001074;Cesana Torinese;001074;Cesana Torinese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001075;Chialamberto;001075;Chialamberto;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001076;Chianocco;001076;Chianocco;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001077;Chiaverano;001077;Chiaverano;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001078;Chieri;001078;Chieri;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001079;Chiesanuova;001079;Chiesanuova;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001080;Chiomonte;001080;Chiomonte;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001081;Chiusa di San Michele;001081;Chiusa di San Michele;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001082;Chivasso;001082;Chivasso;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001083;Ciconio;001083;Ciconio;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001084;Cintano;001084;Cintano;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001085;Cinzano;001085;Cinzano;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001086;Ciriè;001086;Ciriè;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001087;Claviere;001087;Claviere;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001088;Coassolo Torinese;001088;Coassolo Torinese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001089;Coazze;001089;Coazze;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001090;Collegno;001090;Collegno;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001091;Colleretto Castelnuovo;001091;Colleretto Castelnuovo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001092;Colleretto Giacosa;001092;Colleretto Giacosa;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001093;Condove;001093;Condove;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001094;Corio;001094;Corio;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001095;Cossano Canavese;001095;Cossano Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001096;Cuceglio;001096;Cuceglio;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001097;Cumiana;001097;Cumiana;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001098;Cuorgnè;001098;Cuorgnè;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001099;Druento;001099;Druento;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001100;Exilles;001100;Exilles;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001101;Favria;001101;Favria;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001102;Feletto;001102;Feletto;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001103;Fenestrelle;001103;Fenestrelle;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001104;Fiano;001104;Fiano;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001105;Fiorano Canavese;001105;Fiorano Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001106;Foglizzo;001106;Foglizzo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001107;Forno Canavese;001107;Forno Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001108;Frassinetto;001108;Frassinetto;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001109;Front;001109;Front;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001110;Frossasco;001110;Frossasco;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001111;Garzigliana;001111;Garzigliana;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001112;Gassino Torinese;001112;Gassino Torinese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001113;Germagnano;001113;Germagnano;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001114;Giaglione;001114;Giaglione;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001115;Giaveno;001115;Giaveno;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001116;Givoletto;001116;Givoletto;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001117;Gravere;001117;Gravere;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001118;Groscavallo;001118;Groscavallo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001119;Grosso;001119;Grosso;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001120;Grugliasco;001120;Grugliasco;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001121;Ingria;001121;Ingria;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001122;Inverso Pinasca;001122;Inverso Pinasca;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001123;Isolabella;001123;Isolabella;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001124;Issiglio;001124;Issiglio;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001125;Ivrea;001125;Ivrea;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001126;La Cassa;001126;La Cassa;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001127;La Loggia;001127;La Loggia;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001128;Lanzo Torinese;001128;Lanzo Torinese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001129;Lauriano;001129;Lauriano;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001130;Leini;001130;Leini;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001131;Lemie;001131;Lemie;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001132;Lessolo;001132;Lessolo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001133;Levone;001133;Levone;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001134;Locana;001134;Locana;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001135;Lombardore;001135;Lombardore;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001136;Lombriasco;001136;Lombriasco;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001137;Loranzè;001137;Loranzè;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001138;Lugnacco;001317;Val di Chy;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001139;Luserna San Giovanni;001139;Luserna San Giovanni;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001140;Lusernetta;001140;Lusernetta;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001141;Lusigliè;001141;Lusigliè;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001142;Macello;001142;Macello;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001143;Maglione;001143;Maglione;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001144;Marentino;001144;Marentino;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001145;Massello;001145;Massello;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001146;Mathi;001146;Mathi;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001147;Mattie;001147;Mattie;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001148;Mazzè;001148;Mazzè;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001149;Meana di Susa;001149;Meana di Susa;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001150;Mercenasco;001150;Mercenasco;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001151;Meugliano;001318;Valchiusa;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001152;Mezzenile;001152;Mezzenile;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001153;Mombello di Torino;001153;Mombello di Torino;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001154;Mompantero;001154;Mompantero;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001155;Monastero di Lanzo;001155;Monastero di Lanzo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001156;Moncalieri;001156;Moncalieri;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001157;Moncenisio;001157;Moncenisio;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001158;Montaldo Torinese;001158;Montaldo Torinese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001159;Montalenghe;001159;Montalenghe;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001160;Montalto Dora;001160;Montalto Dora;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001161;Montanaro;001161;Montanaro;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001162;Monteu da Po;001162;Monteu da Po;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001163;Moriondo Torinese;001163;Moriondo Torinese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001164;Nichelino;001164;Nichelino;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001165;Noasca;001165;Noasca;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001166;Nole;001166;Nole;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001167;Nomaglio;001167;Nomaglio;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001168;None;001168;None;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001169;Novalesa;001169;Novalesa;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001170;Oglianico;001170;Oglianico;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001171;Orbassano;001171;Orbassano;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001172;Orio Canavese;001172;Orio Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001173;Osasco;001173;Osasco;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001174;Osasio;001174;Osasio;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001175;Oulx;001175;Oulx;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001176;Ozegna;001176;Ozegna;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001177;Palazzo Canavese;001177;Palazzo Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001178;Pancalieri;001178;Pancalieri;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001179;Parella;001179;Parella;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001180;Pavarolo;001180;Pavarolo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001181;Pavone Canavese;001181;Pavone Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001182;Pecco;001317;Val di Chy;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001183;Pecetto Torinese;001183;Pecetto Torinese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001184;Perosa Argentina;001184;Perosa Argentina;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001185;Perosa Canavese;001185;Perosa Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001186;Perrero;001186;Perrero;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001187;Pertusio;001187;Pertusio;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001188;Pessinetto;001188;Pessinetto;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001189;Pianezza;001189;Pianezza;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001190;Pinasca;001190;Pinasca;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001191;Pinerolo;001191;Pinerolo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001192;Pino Torinese;001192;Pino Torinese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001193;Piobesi Torinese;001193;Piobesi Torinese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001194;Piossasco;001194;Piossasco;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001195;Piscina;001195;Piscina;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001196;Piverone;001196;Piverone;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001197;Poirino;001197;Poirino;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001198;Pomaretto;001198;Pomaretto;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001199;Pont Canavese;001199;Pont Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001200;Porte;001200;Porte;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001201;Pragelato;001201;Pragelato;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001202;Prali;001202;Prali;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001203;Pralormo;001203;Pralormo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001204;Pramollo;001204;Pramollo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001205;Prarostino;001205;Prarostino;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001206;Prascorsano;001206;Prascorsano;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001207;Pratiglione;001207;Pratiglione;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001208;Quagliuzzo;001208;Quagliuzzo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001209;Quassolo;001209;Quassolo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001210;Quincinetto;001210;Quincinetto;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001211;Reano;001211;Reano;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001212;Ribordone;001212;Ribordone;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001213;Rivalba;001213;Rivalba;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001214;Rivalta di Torino;001214;Rivalta di Torino;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001215;Riva presso Chieri;001215;Riva presso Chieri;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001216;Rivara;001216;Rivara;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001217;Rivarolo Canavese;001217;Rivarolo Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001218;Rivarossa;001218;Rivarossa;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001219;Rivoli;001219;Rivoli;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001220;Robassomero;001220;Robassomero;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001221;Rocca Canavese;001221;Rocca Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001222;Roletto;001222;Roletto;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001223;Romano Canavese;001223;Romano Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001224;Ronco Canavese;001224;Ronco Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001225;Rondissone;001225;Rondissone;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001226;Rorà;001226;Rorà;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001227;Roure;001227;Roure;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001228;Rosta;001228;Rosta;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001229;Rubiana;001229;Rubiana;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001230;Rueglio;001230;Rueglio;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001231;Salassa;001231;Salassa;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001232;Salbertrand;001232;Salbertrand;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001233;Salerano Canavese;001233;Salerano Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001234;Salza di Pinerolo;001234;Salza di Pinerolo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001235;Samone;001235;Samone;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001236;San Benigno Canavese;001236;San Benigno Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001237;San Carlo Canavese;001237;San Carlo Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001238;San Colombano Belmonte;001238;San Colombano Belmonte;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001239;San Didero;001239;San Didero;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001240;San Francesco al Campo;001240;San Francesco al Campo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001241;Sangano;001241;Sangano;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001242;San Germano Chisone;001242;San Germano Chisone;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001243;San Gillio;001243;San Gillio;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001244;San Giorgio Canavese;001244;San Giorgio Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001245;San Giorio di Susa;001245;San Giorio di Susa;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001246;San Giusto Canavese;001246;San Giusto Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001247;San Martino Canavese;001247;San Martino Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001248;San Maurizio Canavese;001248;San Maurizio Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001249;San Mauro Torinese;001249;San Mauro Torinese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001250;San Pietro Val Lemina;001250;San Pietro Val Lemina;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001251;San Ponso;001251;San Ponso;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001252;San Raffaele Cimena;001252;San Raffaele Cimena;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001253;San Sebastiano da Po;001253;San Sebastiano da Po;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001254;San Secondo di Pinerolo;001254;San Secondo di Pinerolo;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001255;Sant'Ambrogio di Torino;001255;Sant'Ambrogio di Torino;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001256;Sant'Antonino di Susa;001256;Sant'Antonino di Susa;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001257;Santena;001257;Santena;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001258;Sauze di Cesana;001258;Sauze di Cesana;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001259;Sauze d'Oulx;001259;Sauze d'Oulx;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001260;Scalenghe;001260;Scalenghe;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001261;Scarmagno;001261;Scarmagno;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001262;Sciolze;001262;Sciolze;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001263;Sestriere;001263;Sestriere;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001264;Settimo Rottaro;001264;Settimo Rottaro;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001265;Settimo Torinese;001265;Settimo Torinese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001266;Settimo Vittone;001266;Settimo Vittone;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001267;Sparone;001267;Sparone;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001268;Strambinello;001268;Strambinello;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001269;Strambino;001269;Strambino;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001270;Susa;001270;Susa;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001271;Tavagnasco;001271;Tavagnasco;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001272;Torino;001272;Torino;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001273;Torrazza Piemonte;001273;Torrazza Piemonte;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001274;Torre Canavese;001274;Torre Canavese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001275;Torre Pellice;001275;Torre Pellice;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001276;Trana;001276;Trana;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001277;Trausella;001318;Valchiusa;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001278;Traversella;001278;Traversella;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001279;Traves;001279;Traves;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001280;Trofarello;001280;Trofarello;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001281;Usseaux;001281;Usseaux;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001282;Usseglio;001282;Usseglio;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001283;Vaie;001283;Vaie;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001284;Val della Torre;001284;Val della Torre;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001285;Valgioie;001285;Valgioie;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001286;Vallo Torinese;001286;Vallo Torinese;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001287;Valperga;001287;Valperga;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001288;Valprato Soana;001288;Valprato Soana;201;Torino;01;Piemonte
01;Piemonte;001;Torino;001289;Varisella;001289;Varisella;201;Torino;01;Piemonte
